type,stem,answer,explanation,difficulty,option_A,option_B,option_C,option_D,option_E
single,高性能架构是目前所有企业的目标，从技术人员的视角，想要了解高性能架构主要考虑因素中不包括的是()。,C,,1,响应时间,君吐量,IOPS,并发数,
single,根据信息系统在国家安全，经济建设、社会生活中的重要程度，以及信息系统遭到破坏后对国家安全、社会秩序、公共利益，以及公民、法人和其他组织的合法权益的危害程度等因素，将信息系统安全等级由低到高分为几个等级?,B,,1,3,5,6,4,
single,在天置云中，NAT网关能够为虚拟私有云内的计算实例提供网络地址转换服务。下面关于NAT网关的说法中，正确的是()。,B,,1,每个虚拟私有云可以支持多个NAT网关,SNAT和DNAT不能共用同一个弹性IP,主机同时配置弹性IP和NAT网关时，数据通过NAT网关发送,虚拟私有云内每个子网可以添加多条SNAT规则,
single,在天翼云中弹性云主机可以接入Internet以访问网络资源，下列选项中不是天翼云虚拟私有云接入Intermet方式的是(）,C,,1,弹性公网IP(EIP),弹性负载均衡(ELB),VPN网关,NAT网关,
single,在使用天翼云服务器迁移工具时，所需要的操作除了完成安装控制端、完成授权、源端安装客户端、配置目的端、迁移等步骤以外，还包含什么步骤?,B,,1,配置线下服务器环境,购买License,配图参数文件,启动日志备份,
single,针对非结构化的数据，在天翼云中可以保证数据多副本保存，从而提升容灾能力的产品是()。,A,,1,对象存储OOS,弹性云主机ECS,数据库复制服务DRS,关系数据库RDS,
single,天翼云Anti-DDoS流量清洗(CT-AntiDDoS，Anti-DDoS)通过专业的DDoS防护设备来为用户互联网应用提供精细化的抵御DDoS攻击能力，不能抵御的攻击是()。,A,,1,FTP Flood攻击,SYN Flood攻击,CC攻击,UDP Flood攻击,
single,上云迁移的难点除了用户的存储容量很大、规模大、云端适配问题以外，还包括什么?,C,,1,迁移安全难以保证,迁移数据无法保证一致性,延迟感知,迁移操作比较难,
single,服务器迁移工具是天翼云为上云用户量身打造的零停机的无缝()在线迁移工具。,D,,1,P2V/P2V,V2V/N2P,P2V/N2P,P2V/V2V,
single,在DNS域名解析负载均衡中，DNS根据什么记录和负载均衡算法可以计算得到一个IP地址?,B,,1,TXT记录,A记录,MX记录,CNAME记录,NS记录
single,"在天翼云CDN静态加速针对某域名配置了如下缓存配置:所有文件30天 .asp.php.html 100秒 jpg-png.gif 200秒/test"""".jpg 300秒/test/test.jpg 400秒假设域名为www.examplE、com，资源为www.examplE、com/test/abC、jpg，那么该内容最终缓存时间应该是()。",B,,1,100秒,300秒,400秒,200秒,
single,天翼云提供多区域以供客户选择，下列场景中不建议使用多区域的是()。,C,,1,电商全球化访问,核心应用异地容灾,核心应用双活架构,金融行业两地三中心,
single,云上存储即分布式存储主要是以什么定义存储为主?,C,,1,程序,硬件,软件,应用,
single,天翼云整体安全架构由多种安全服务组成，其中不包括下面哪个,D,,1,应用安全服务,数据安全服务,网络安全服务,网页安全服务,"运维安全服务 F:主机安全服务"""
single,在天翼云中，弹性扩展可以选择水平扩展的方式，下列关于水平扩展方式描述正确的是（）,A,,1,通过增加实例数量来缓解业务压力,通过增加云主机内存来缓解业务压力,通过增加网络带宽的方式来缓解业务压力,通过增加虚拟CPU的数量来缓解业务压力,
single,对于传统IT基础架构与云上基础架构这两种架构而言，资源方面的不同点在于线下资源和云上资源的不同，下列什么资源属于云上资源？,A,,1,对象存储,互联网核心层的设备,互联网汇聚层的设备,互联网接入层的设备,
single,在数据库的分库分表中，水平拆分就是把同一个表中的数据拆分到两个甚至多个数据库中，下面哪一项是产生数据水平拆分的原因?,D,,1,无法满足大型系统持续增长的业务需求,服务器的负载能力无法满足业务的需求,数据库的查询速度满足不了前端的业务需求,某个业务的数据量或者更新量到达了单个数据库的瓶颈,
single,混合云的业务挑战不包括什么？,B,,1,运营成本高,安全性差,不可持续性,建设成本高,多平台管理成本高
single,下列天翼云服务中，哪一项可以为用户提供资源独享、安全可靠的云上物理机服务器?,C,,1,弹性云主机,天翼云桌面,物理机,GPU云主机,
single,在天翼云对象存储中，需要创建容器才能上传对象文件，容器默从提供三种访问权限：共有、私有和只读。下列属于私有权限的特点是()。,C,,1,任何人对于该容器都能读,任何人都能对该容器读写,只有容器创建者可以读写,任何人对于该容器都能写,
single,在下列的服务器迁移模式中，什么模式的功能是将物理机服务器上的操作系统及其上的应用软件和数据迁移到另外一台物理服务器?,A,,1,P2P,V2V,V2P,P2V,
single,天翼云中为用户提供多种不同类型的产品，以满足不同用户和不同场景的各种需求。下列产品中不能提供计算能力的是(),C,,1,弹性云主机,云桌面,对象存储,物理机服务,
single,为了保证数据的安全性，可以采用备份。以下各种备份方式中，数据丢失(RPO)最小的是()。,A,,1,热备,冷备,半热备,温备,
single,在云上基础架构中，关系型数据库的特点不包括什么?,B,,1,即开即用,操作简便,可弹性伸缩,稳定可靠,
single,云API是天翼云为开发者提高可以使用的云应用编程接口编码，下列云API说法不正确的是()。,D,,1,私有加密协议，传输内容更精简，使用更安全,少量的代码即可轻松使用API,云API供多语言SDK,云API的管理和监控需要管理员手动完成,
single,VPN连接用于在远端用户和VPC之间建立一条安全加电的通信随道，使远端用户通过VPN直接使用天翼云VPC中的业务资源。下列关于VPN连接的说法中，正确的目(),B,,1,VPN连接两端的P地址可以相同,VPN连接不支持不同区域的互联,VPN连接提供Internet访问,VPN连限的价格比较贵,
single,存储高性能的常见方式读写分离架构往往采用主从架构，其运行方式是?,C,,1,主机写，从机写,主机读，从机读,主机写，从机读,主机读，从机写,
single,为了提高云资源的安全性，天翼云为用户提供一个安全、可靠、高效的云服务，在天翼云安全体系中提供5S安全体系，其中不包活的是(),A,,1,服务器(Server),持久(Sustainablity),系统(System),保密(Secrecy),
single,天翼云负载均街服务经常结合弹性伸缩服务，下列关于弹性伸缩服务的说法中，不正确的是()。,A,,1,必须结合弹性负载均衡才能使用,操作灵活,可自动增加云主机,可自动减少云主机,
single,当客户购买的天翼云弹性云主机的CPU和内存不能满足要求时，此时可以采用下列什么方式进行处理?,C,,1,重新挂载磁盘,操作系统重装,通过规格变更进行处理,操作系统切换,
single,在云专线业务中，常规物理专线支持的最大带宽不超过多少G?,C,,1,100,50,10,20,
single,弹性负载均衡是天翼云提供的一种网络负载业务，关于弹性负载均衡业务，下列说法不正确的是(),A,,1,负载均衡技术无法获取来访者真实IP,7层负载均衡是基于cookie进行会话保持,提供公网负载均衡,4层负载均衡基于IP进行会话保持,
single,在天翼云中配置弹性伸缩的伸缩策路时，可以选择定时伸缩策策略，关于定时伸缩策略下列说法不正确的是()。,B,,1,业务呈周期性变化或可预期,适用于负载变化情况是未知的场景,设置定时任务，对设备扩展活动进行规划,定时及周期性的自动增加或减少弹性云主机，提高设备利用率，节省部署和实例成本,
single,天翼云为用户提供了微服务云应用平台，下关于该平台优势说法中，不正确的是()。,A,,1,对业务逻辑有小部分侵入性,快速建云分布式应用,支持基于微服务的全生命周期管理,提供大规模容器集群管理,
single,在高可用架构下，资源不足，在高并发的情况下，节点无法正常工作，对外表现为什么?,D,,1,资源不可用,客户端调用出问题,节点连接不上,响应超时,
single,用户在天翼云弹性云主机ECS中搭建数据库服务器，选择数据库这类业务密集型应用的云硬盘时，需要特别关注的性标是()。,C,,1,容量,吞吐量,IOPS,访问时延,
single,针对非结构的数据，在天翼云中可以保证数据多副本保存，从而提升容灾能力的产品是()。,C,,1,数据库复制服务DRS,弹性云主机ECS,对象存储OOS,关系数据库RDS,
single,在天翼云中为用户提供多种不同的存储以应对不用场景和不同需求。假如用户有大量数据逻辑备份类数据需要存放在天翼云中，最适合存放的存储是()。,D,,1,备份存储,弹性文件服务,云硬盘,对象存储,
single,在数据库迁移模式中，在线迁移与离线迁移都是比较简单的迁移场景，主要区别在什么地方?,B,,1,迁移数据量大小,迁移过程中是否需要停机,迁移耗费时间,迁路所需成本,
single,云计算是在目前IT环境中使用非常多的一种架构，相较于传统的IDC机房，云计算具有很多优势。下列关于使用云上资源的优势说法不正确的是(),B,,1,计算业务提供弹性按需扩展的资源租用服务,云算业务中，降低了效率提高了使用成本,云计算中可以租用的资源范围广泛，不局限于服务器和带宽,云计算业务中用户不需要了解物理资源的硬件信息,
single,电商、门户网站，网页游戏等互联网场景中的图片、HTML、CSS等资源的加速，可以使用天翼云CDN加速产品是（）,C,,1,安全加速,全站加速,静态加速,下载加速,
single,在系统并发数由小到大逐新增大的过程中，系统的吞吐量一般是先逐渐增大，达到一个极限后，随着并发数的增加反而下降，达到系统的崩溃点后，资源耗尽，此时的吞吐量为?,C,,1,100,10,0,5,
single,服务器迁移工具是天翼云为上云用户量身打造的、零停机的无缝P2V/V2V在线迁移工具，下面不属于服务器上云迁移步骤的是(),A,,1,目标端安装客户端,源端安装客户端,安装控制端,完成授权,
single,在天翼云中提供了多种不同的CDN加速产品，以满足不同用户不同场景的各种需求。下面关于CDN的说法中，错误的,A,,1,前端用户请求通过CDN服务响应，对于可以满足的响应发至后端弹性负载均衡ELB,解决因跨运营商访问、跨地域访问、服务器带宽及性能带来的访问延迟问题,CDN是中国电信依托分布于全国的网络节点搭建的一层虚拟网络,CDN将源站内容分发至接近用户的节点，使用户可就近获取所需内容,
single,在天翼云中，可以基于告警信息增加或者减少伸缩组中主机。下列关于告警策略触发的伸缩组说法，不正确的是(,C,,1,如果业务访问不存在周期性变化，使用告警策略触发能够更好地适应业务的变化,建议每个伸缩组各创建两个策略，分别用于扩展和伸缩,告警策略触发一旦条件到达告警阈值将直接触发,告警触发伸缩组伸缩的时候执行动作是:发送通知+增加/减少指定数量的云服务器,
single,有一种备份方式，其中每个备份点都是一个虚拟的全备，多次备份间有依赖关系的数据块以指针索引的方式引用，这种备份方式是(),A,,1,永久增量备份,合成备份,培量备份,差异备份,
single,下列什么不属于传统安防方案?,B,,1,硬件Anti-DDoS,态势感知,硬件防火墙,硬件WAF,
single,松耦合架构的优点不包括什么?,D,,1,提高了系统的可维护性,多任务并行处理能力获得极大提升,异步操作减少了网络资源消耗和操作关联,"开发人员协作更简单<br class=""markdown_return"">E 、实现负载自适应机制",
single,DDoS攻击是网络中常见的攻击手段，下面情况不属于DDoS攻击特征的是()。,B,,1,服务器CPU和内存占用率增大,服务器密码被破解,网站出现大量未知访问,网络出入放行流量激增,
single,远程医疗的业务挑战不包括什么,D,,1,会议效果较差,缺乏有效的运营手段和运营,医疗孤岛现象,安全风险高,会诊应用场景简单
single,在天翼云上，为了实现数据库容灾，我们可以在业务系统和容灾系统中实现数据库1:1复制的技术是()。,A,,1,数据库复制服务DRS/DTS,弹性云主机ECS,关系数库RDS,对象存储OOS,
single,为了应付复杂的网络环境和不同地区用户的访问，通过什么可以加快用户访问的速度，同时减轻后端服务器的负载压力,C,,1,非关系型数据库,分布式文件系统,CDN和反向代理,应用服务集群,
single,天翼云数据库复制服务中的实时同步功能一般不会应用于下面什么场景?,A,,1,云下数据库迁移上云,数仓环境,实时分析,报表系统,
single,天翼云弹性云主机中，当系统出现问题时，需要将一块磁盘的数据回滚到之前的某一时刻，实现该功能所用的技术是,D,,1,镜像修复,镜像备份,快照备份,快照回滚,
single,弹性架构即随着业务的变化能够进行灵活的、自动的弹性伸缩的一种架构，下列描述中不属于这种架构优势的是（）。,D,,1,可以根据业务变化进行弹性调整,充分优化企业的计算资源,随需计算节省企业成本,对技术水平、实力、应用规模要求都较低,
single,对于可靠性和容灾有很高要求的业务，在天翼云中能够将流量跨可用区进行分发，建立实时的业务容灾部署的应用是（）,D,,1,弹性伸缩,对象存储,弹性云主机,弹性负载均衡,
single,天翼云WEB应用防火墙可以在很大程度上提高WEB服务器的安全性，下列场景中不可以使用WEB应用防火墙的是（）,B,,1,防止XSS攻击,防御DDOS攻击,防止SQL攻击,代码注入,
single,在天翼云种提供了多种不同的CDN加速产品，以满足不同用户不同场景的各种需求，下面关于CDN的说法错误的是（）,A,,1,CDN能够为用户访问加速，使用CDN后会降低企业服务器的安全性,解决因跨运营商访问、跨地域访问、服务器带宽及性能带来的访问延迟问题,CDN是通过分散在各地的缓存节点为用户访问进行加速,CDN将源站内容分发至最接近用户的节点，使用户可就近获取所需内容,
single,在弹性架构设计原则中，下面什么的弹性设计主要是应用服务器集群的弹性设计。,C,,1,网络层的弹性设计,存储层的弹性设计,IT基础设施层弹性设计,应用层的弹性设计,
single,在天翼云中购买资源的时候会面临区域region和可用区AZ的选择，下列关于region和AZ说法中正确的是,C,,1,AZ一般是基于地理位置进行划分的,region之间可以通过天翼云内网进行互联,一个region可以包含多个AZ,一个AZ可以包含多个region,
single,架构设计在企业中非常重要，和以前传统架构设计相比，云原生架构具备了很多云端的优势，下列描述中不属于云原生架构技术特征的是,A,,1,设计为紧耦合架构,通过Devops流程进行管理,采用轻量级容器,通过API进行交互写作,
single,在传统IT架构的系统演进过程中，下列哪个是应用与数据库分离的关键特征？,D,,1,应用程序．数据库，文件等所有的资源都在同一台服务器上,数据库采用分布式数据库，文件系统采用分布式文件系统,多台服务器通过负载均衡同时向外部提供服务，解决单台服务器处理能力和行储空间上限的问题,应用程序，数据库， 文件分别部署在独立的资源上,数据库中访问较集中的一小部分数据存储在缓存服务器中，减少了数据库的访问次数，除低数据库的访问压力
single,下列哪一种上云迁移策略也称为”放弃后购买“,B,,1,Retire,Re-Purchase,Re-Host,Re-Platform,
single,高性能架构的传统解决方案中可以从多个方面考虑，但是不包括下面什么方面？,A,,1,优化运维方式,就近部署,升级硬件配置,优化架构,
single,消息队列无法解决下面的什么问题？,A,,1,运维效率低下,扩展难度大,系统耦合性,处理性能低,
single,天翼云中服务器安全卫士可以保护用户服务器安全，下面关于服务器安全卫士的说法中，错误的是（）,A,,1,不能为用户提供问题解决能力,可以发现安全威胁和入侵事件,可以针对主机信息进行监控和分析,可以对用户行为进行监控和分析,
single,NAT网关可以为天翼云中资源比如弹性云主机，提供internet接入功能，下列场景中不适用NAT接入的是（）。,A,,1,只有一个弹性IP同时启用SNAT和DNAT,大带宽、高可用公网访问场景,部署服务较多的公网访问应用场景,安全的公网访问场景,
single,天翼云Anti-DDoS流量清洗功能提供查看安全报告能力，其查看区间为？,A,,1,一周,2天,5天,3天,
single,弹性架构具有充足的灵活性，可以满足企业业务后续扩容的要求，在弹性架构设计中分为多个不同的层次，下列关于应用层弹性设计的说法中，错误的是（）,A,,1,应用层是有状态的设计，方便后续调用,应用层需要将状态分散到缓存层还有数据层,需要依赖后台数据库和缓存层面的东西,通常是由PHP、Java、Python等写的逻辑代码构成的,
single,天翼云关系型数据库RDS是一种基于云计算平台的即开即用、稳定可靠、弹性伸缩、便捷管理的在线关系型数据库服务。下列关于该数据库的说法不正确的是（）,D,,1,用户能够在云中轻松的进行设置和扩展,有多重安全防护措施以保证数据库的安全,具有完善的性能监控体系,支持开启双活架构提高数据库可用性,
single,管理员使用了下面命令通过外网访天翼云的MySQL数据库：mysql -h [xx] -P [xx] -u [xx] -p，其中-P选项代表的含义是（）,C,,1,云数据库密码,云数据库账号,云数据库端口号,云数据库外网地址,
single,在天翼云中可以使用安全组和ACL来提高虚拟私有云的安全性，进而提高企业云安全。下列关于安全组说法中不正确的是()。,C,,1,用户可以在安全组中定义各种访问规则，当虚拟机加入该安全组后，即受到这些访问规则的保护,安全组用来实现安全组内和组间虚拟机的访问控制，加强虚拟机的安全防护,安全组是基于物理进行划分,由同一个地域内具有相同安全保护需求并相互信任的云主机组成,
single,《信息安全技术-网络安全等级保护基本要求》是一项中国国家标准，是指对网络和信息系统按照重要性等级分级别保护的一种工作。其中定义的保护最高等级是（）,B,,1,6,5,4,3,
single,在云计算环境中，安全需要用户和云提供商共同负责。天翼云中用户购买弹性云主机提供Web应用，下列由用户负责的安全设置是（）,A,,1,虚拟机内应用的安全,软件基础设安全,网络基础设施安全,数据中心安全,
single,在创建天翼云关系数据库MySQL实例时，不需要配置下面哪个参数?,D,,1,实例类型,实例名称,数据库版本,存储空间,数据库引擎
single,云硬盘的存储系统采用三副本机制来保证数据的可靠性，下列关于三副本技术的描述，错误的是?,A,,1,针对某份数据，默认将数据分为10MB大小的数据块,存储系统自动确保3个数据副本分布在不同服务器的不同物理磁盘上，单个硬件设备的故障不会影响业务,存储系统可以确保3个数据副本之间的数据强一致性,每一个数据块被复制为3个副本，然后按照一定的分布式存储算法将这些副本保存在集群中的不同节点上,
single,天翼云中可以选择多种不同方式构建混合云，实现云上和云下的互通。下列关于两种最常用的连接方式:专线接入和VPN连接，描述不正确的是()。,C,,1,VPN连接利用公网和IPSec协议在用户的数据中心和私有网络之间建立加密的网络连接,专线接入施工时间较长，但可以提供高质量、高可靠的网络连接服务,VPN连接更适合使用的场景是高速度的容灾或者混合云部署,一般情况下专线上层应用透明承载，可承载数据、语音、视频等综合应用,
single,天翼云应用层的弹性设计不包括下面什么?,B,,1,天翼云弹性云主机,分布式数据库,天翼云弹性伸缩服务,天翼云负载均衡服务,
single,在天翼云中，为用户提供了CDN以提高网络资源的访问速度，提升用户体验，下列关于CDN说法中不正确的是（）,B,,1,提高用户访问的响应速度和成功率,使用CDN后会大幅增加后端服务器负担,可以有效降低访问延迟，用户可就近获取所需内容,CND是内容分发网络,
single,通过选择不同的镜像，可以在天翼云中创建不同系统和软件的弹性云主机。下列镜像类型中可以手动删除的是（）,B,,1,镜像市场,私有镜像,共享镜像,公共镜像,
single,在天翼云中购买弹性云主机可以选择包月计费和按需计费的计费方式，其中包月计费是按月进行计费，以自然月为计费单位，请问下列应用场景中不适应于该计费方式的是（）,B,,1,长期稳定运行的网站平台,适用于电商抢购等设备需求量瞬间大幅波动的场景，使用包年包月方式更划算,企业内部办公系统、邮件系统,其他需要长期稳定的成熟业务,
single,镜像是在()个磁盘或磁盘子系统上产生()个数据的镜像视图的存储过程,B,,1,一个，同一个,两个或多个，同一个,两个或多个，两个或多个,一个，多个,
